,Unnamed: 0,word,sense_index,name,lexname,pos,definition,examples,semcor_examples
4947,7,is,7,be.v.08,verb.social,v,"work in a specific place, with a specific subject, or in a specific function",He is a herpetologist;She is our resident philosopher,[]
4948,8,is,8,embody.v.02,verb.stative,v,"represent, as of a character on stage",Derek Jacobi was Hamlet,[]
4949,9,is,9,be.v.10,verb.possession,v,spend or use time,I may be an hour,[]
4950,10,is,10,be.v.11,verb.stative,v,"have life, be alive",Our great leader is no more;My grandfather lived until the end of war,[]
4951,11,is,11,be.v.12,verb.stative,v,"to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form",let her be,[]
4952,12,is,12,cost.v.01,verb.stative,v,be priced at,These shoes cost $100,[]
4953,0,gentle,0,pacify.v.01,verb.emotion,v,cause to be more favorably inclined; gain the good will of,She managed to mollify the angry customer,"She put a strong hand under the old man 's arm and lifted him up, patiently, with the gentle cruelty and necessary tyranny that the young show toward the very old."
4954,1,gentle,1,ennoble.v.02,verb.social,v,give a title to someone; make someone a member of the nobility,,[]
4955,2,gentle,2,gentle.v.03,verb.contact,v,stroke soothingly,,[]
4956,3,gentle,3,gentle.s.01,adj.all,s,soft and mild; not harsh or stern or severe,a gentle reprimand;a vein of gentle irony;poked gentle fun at him,"Michelangelo found the rabbi in the room of study, a gentle old man with a white beard and luminous grey eyes, robed in black gabardine with a skullcap on his head."
4957,4,gentle,4,gentle.s.02,adj.all,s,having or showing a kindly or tender nature,the gentle touch of her hand;her gentle manner was comforting;a gentle sensitive nature;gentle blue eyes,"In particular he sought the gentle, sweet-faced nuns, with head coverings and veils coming to the middle of their foreheads, remembering their expressions until he reached home and set them down on paper."
4958,5,gentle,5,gentle.s.03,adj.all,s,quiet and soothing,a gentle voice;a gentle nocturne,"She concluded by asking for a brief interview - "" to settle with you where "" - and she threw in a tribute to his "" gentle manners "" and "" the wild originality of your countenance ""."
4959,6,gentle,6,aristocratic.s.01,adj.all,s,belonging to or characteristic of the nobility or aristocracy,an aristocratic family;aristocratic Bostonians;aristocratic government;a blue family;blue blood;the blue-blooded aristocracy;of gentle blood;patrician landholders of the American South;aristocratic bearing;aristocratic features;patrician tastes,"Subtitled A Farmwife 's Almanac of Country Living, this is a gentle and nostalgic chronicle of the changing seasons seen through the clear, humorous eye of a Hoosier housewife and popular columnist."
4960,7,gentle,7,docile.s.03,adj.all,s,easily handled or managed,"a gentle old horse, docile and obedient",[]
4961,8,gentle,8,easy.s.05,adj.all,s,having little impact,an easy pat on the shoulder;gentle rain;a gentle breeze;a soft (or light) tapping at the window,[]
4962,9,gentle,9,easy.s.08,adj.all,s,marked by moderate steepness,an easy climb;a gentle slope,[]
4963,0,another,0,another.s.01,adj.all,s,any of various alternatives; some other,put it off to another (or some other) day,"Ramsey has a thing or two to mutter about himself, for the Dallas defensive unit turned in another splendid effort against Denver, and the Texans were able to whip the dangerous Broncs without the fullbacking of a top star, Jack Spikes, though he did the team 's place-kicking while nursing a knee injury."
4964,0,noisy,0,noisy.a.01,adj.all,a,full of or characterized by loud and nonmusical sounds,a noisy cafeteria;a small noisy dog,"You have your paper horn clutched in your big, craggy fist, and for your entrance you have planned a noisy, colorful and exuberant greeting to your friends and tenants."
4965,1,noisy,1,noisy.s.02,adj.all,s,attracting attention by showiness or bright colors,a noisy sweater,[]
4966,0,teacher,0,teacher.n.01,noun.person,n,a person whose occupation is teaching,,"It says that "" in the event Congress does provide this increase in federal funds "", the State Board of Education should be directed to "" give priority "" to teacher pay raises."
4967,1,teacher,1,teacher.n.02,noun.cognition,n,a personified abstraction that teaches,books were his teachers;experience is a demanding teacher,[]
4968,0,first,0,first.n.01,noun.relation,n,the first or highest in an ordering or series,He wanted to be the first,"Yes, we know, they 're professionals, men paid to play, and they should n't care how they 're handled, just as long as their names are spelled correctly on the first and fifteenth of each month."
4969,1,first,1,first.n.02,noun.quantity,n,the first element in a countable series,the first of the month,"The battle of the drib-drool continues, but most of New York 's knowing sophisticates of Abstract Expressionism are stamping their feet impatiently in expectation of V ( for Vindication ) Day, September first, when Augustus Quasimodo 's first one-man show opens at the Guggenheim."
4970,2,first,2,beginning.n.02,noun.time,n,the time at which something is supposed to begin,they got an early start;she knew from the get-go that he was the man for her,"And, from the first, he faced a difficult task."
4971,3,first,3,first_base.n.02,noun.act,n,the fielding position of the player on a baseball team who is stationed at first of the bases in the infield (counting counterclockwise from home plate),,Carey singled on a slow bouncing ball to short which Robinson cut across to field and threw wide to first.
4972,4,first,4,first.n.05,noun.communication,n,an honours degree of the highest class,,[]
4973,5,first,5,first_gear.n.01,noun.artifact,n,the lowest forward gear ratio in the gear box of a motor vehicle; used to start a car moving,,[]
4974,6,first,6,first.a.01,adj.all,a,preceding all others in time or space or degree,the first house on the right;the first day of spring;his first political race;her first baby;the first time;the first meetings of the new party;the first phase of his training,"The largest hurdle the Republicans would have to face is a state law which says that before making a first race, one of two alternative courses must be taken :"
4975,7,first,7,first.s.02,adj.all,s,indicating the beginning unit in a series,,Lumpe worked a walk as the first batter to face Hyde and romped around as Siebern blasted Hyde 's next toss 415 feet over the scoreboard in right center.
4976,8,first,8,inaugural.s.02,adj.all,s,serving to set in motion,the magazine's inaugural issue;the initiative phase in the negotiations;an initiatory step toward a treaty;his first (or maiden) speech in Congress;the liner's maiden voyage,"Some date it from woman suffrage, others from when women first began to challenge men in the marketplace, still others from the era of the emancipated flapper and bathtub gin."
4977,9,first,9,beginning.s.01,adj.all,s,serving to begin,the beginning canto of the poem;the first verse,"Hence, if what is in question is whether in a given theology myth is or is not completely rejected, it is unimportant whether only a little bit of myth or a considerable quantity is accepted; for, in either event, the first possibility is excluded."
4978,10,first,10,first.s.05,adj.all,s,ranking above all others,was first in her class;the foremost figure among marine artists;the top graduate,Remember how by lack of two big theaters Chicago missed the first visit of the Royal Danish Ballet ?
4979,11,first,11,first.a.06,adj.all,a,highest in pitch or chief among parts or voices or instruments or orchestra sections,first soprano;the first violin section;played first horn,[]
4980,12,first,12,first.r.01,adv.all,r,before anything else,first we must consider the garter snake,"Pelham said Sunday night there was research being done on whether the "" quickie "" vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought."
4981,13,first,13,first.r.02,adv.all,r,the initial time,when Felix first saw a garter snake,Those Dodgers won their first 10 games and owned a 21 - 2 mark and a nine game lead by May 8.
4982,14,first,14,first.r.03,adv.all,r,"before another in time, space, or importance",I was here first;let's do this job first,"We may show, first, that there cannot possibly be an alternative other than the three typically represented by Bultmann, Barth, and Buri."
4983,15,first,15,foremost.r.01,adv.all,r,prominently forward,he put his best foot foremost,Those modern scholars who urge that we must keep in mind the fundamental continuity of Aegean development from earliest times - granted occasional irruptions of peoples and ideas from outside - are correct; but all too many observers have been misled by this fact into minimizing the degree of change which took place in the early first millennium.
4984,0,salt,0,salt.n.01,noun.substance,n,a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like a metal),,"After their work other investigators applied salt fractionation techniques to the problem, as well as fractionation with organic solvents, such as acetone."
4985,1,salt,1,salt.n.02,noun.food,n,white crystalline form of especially sodium chloride used to season and preserve food,,It is salt po'k and skippers.
4986,2,salt,2,strategic_arms_limitation_talks.n.01,noun.communication,n,negotiations between the United States and the Union of Soviet Socialist Republics opened in 1969 in Helsinki designed to limit both countries' stock of nuclear weapons,,[]
4987,3,salt,3,salt.n.04,noun.cognition,n,the taste experience when common salt is taken into the mouth,,[]
4988,4,salt,4,salt.v.01,verb.perception,v,add salt to,,"Salt water is still * * f, the same hydrogen is there."
4989,5,salt,5,salt.v.02,verb.contact,v,sprinkle as if with salt,the rebels had salted the fields with mines and traps,[]
4990,6,salt,6,salt.v.03,verb.change,v,add zest or liveliness to,She salts her lectures with jokes,[]
4991,7,salt,7,salt.v.04,verb.change,v,preserve with salt,people used to salt meats on ships,[]
4992,8,salt,8,salt.s.01,adj.all,s,(of speech) painful or bitter,"salt scorn""- Shakespeare;a salt apology",[]
4993,0,try,0,attempt.n.01,noun.act,n,earnest and conscientious activity intended to do or accomplish something,made an effort to cover all the reading material;wished him luck in his endeavor;she gave it a good try,Try to push back to the stand position from the stretched position without any intermediate pushes from the hands.
4994,1,try,1,try.v.01,verb.social,v,make an effort or attempt,He tried to shake off his fears;The infant had essayed a few wobbly steps;The police attempted to stop the thief;He sought to improve himself;She always seeks to do good in the world,"Try pegging down each separate branch to the earth, using a bobby pin to hold it there."
4995,2,try,2,test.v.01,verb.social,v,"put to the test, as for its quality, or give experimental use to",This approach has been tried with good results;Test this recipe,You might try providing standard vacation time off but make the vacation pay depend on the number of hours worked in the previous year.
4996,3,try,3,judge.v.05,verb.social,v,put on trial or hear a case and sit as the judge at the trial of,The football star was tried for the murder of his wife;The judge tried both father and son in separate trials,[]
4997,4,try,4,sample.v.01,verb.consumption,v,take a sample of,Try these new crackers;Sample the regional dishes,You might try looking into his wife too.
4998,5,try,5,hear.v.03,verb.social,v,examine or hear (evidence or a case) by judicial process,The jury had heard all the evidence;The case will be tried in California,[]
4999,6,try,6,try.v.06,verb.emotion,v,give pain or trouble to,I've been sorely tried by these students,[]
5000,7,try,7,try.v.07,verb.emotion,v,test the limits of,You are trying my patience!,[]
5001,8,try,8,try.v.08,verb.change,v,melt (fat or lard) in order to separate out impurities,try the yak butter;render fat in a casserole,[]
5002,9,try,9,try_on.v.01,verb.body,v,put on a garment in order to see whether it fits and looks nice,Try on this sweater to see how it looks,[]
5003,0,gas,0,gas.n.01,noun.state,n,the state of matter distinguished from the solid and liquid states by: relatively low density and viscosity; relatively great expansion and contraction with changes in pressure and temperature; the ability to diffuse readily; and the spontaneous tendency to become distributed uniformly throughout any container,,A shielded thermocouple was used to measure the upstream temperature of the transpiring gas.
5004,1,gas,1,gas.n.02,noun.substance,n,a fluid in the gaseous state having neither independent shape nor volume and being able to expand indefinitely,,The heat transfer to the anode in free burning arcs is enhanced by a hot gas jet flowing from the cathode towards the anode with velocities up **f.
5005,2,gas,2,gasoline.n.01,noun.substance,n,a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines,,Toys he has can be made to act as substitutes for family temptations such as refrigerator and gas stove.
5006,3,gas,3,flatulence.n.01,noun.state,n,a state of excessive gas in the alimentary canal,,"In the search for oil and gas, we make similar waves under controlled conditions with dynamite and learn from them where there are buried rock structures favorable to the accumulation of these resources."
5007,4,gas,4,accelerator.n.01,noun.artifact,n,a pedal that controls the throttle valve,he stepped on the gas,Influential people in America were warning the Pentagon to be prepared against desperation gas attacks by the Germans in future campaigns.
5008,5,gas,5,natural_gas.n.01,noun.substance,n,a fossil fuel in the gaseous state; used for cooking and heating homes,,[]
5009,6,gas,6,gas.v.01,verb.competition,v,attack with gas; subject to gas fumes,The despot gassed the rebellious tribes,The gas station man sighed unhappily.
5010,7,gas,7,boast.v.01,verb.communication,v,show off,,[]
5011,0,at,0,astatine.n.01,noun.substance,n,a highly unstable radioactive element (the heaviest of the halogen series); a decay product of uranium and thorium,,[]
5012,1,at,1,at.n.02,noun.quantity,n,100 at equal 1 kip in Laos,,[]
5013,0,donkey,0,donkey.n.01,noun.communication,n,the symbol of the Democratic Party; introduced in cartoons by Thomas Nast in 1874,,[]
5014,1,donkey,1,domestic_ass.n.01,noun.animal,n,domestic beast of burden descended from the African wild ass; patient but stubborn,,[]
5015,0,mailman,0,mailman.n.01,noun.person,n,a man who delivers the mail,,"It was mostly for the benefit of the mailman, because hardly anybody else ever visited us."
5016,0,day,0,day.n.01,noun.time,n,time for Earth to make a complete rotation on its axis,"two days later they left;they put on two performances every day;there are 30,000 passengers per day",""" Spahnie does n't know how to merely go through the motions "", remarked Enos Slaughter, another all-out guy, who played rightfield that day and popped one over the clubhouse."
5017,1,day,1,day.n.02,noun.time,n,some point or period in time,it should arrive any day now;after that day she never trusted him again;those were the days;these days it is not unusual,"Mrs. Andrus was talking to the maid, arranging for her to come in every day, instead of the four days she now worked."
5018,2,day,2,day.n.03,noun.time,n,a day assigned to a particular purpose or observance,Mother's Day,"They possessed no outer fortifications, no hard shells of confidence; they had enough difficulty getting from day to day, let alone having an awful crime thrust upon them."
5019,3,day,3,day.n.04,noun.time,n,the time after sunrise and before sunset while it is light outside,the dawn turned night into day;it is easier to make the repairs in the daytime,"Dr. A. V. Astin, NBS Director, opened the 5 - day session with introductory remarks, following which a total of twenty-six papers were given throughout the week by NBS scientists, from both the Washington and Boulder Laboratories."
5020,4,day,4,day.n.05,noun.time,n,the recurring hours when you are not sleeping (especially those when you are working),my day began early this morning;it was a busy day on the stock exchange;she called it a day and went to bed,[]
5021,5,day,5,day.n.06,noun.time,n,an era of existence or influence,in the day of the dinosaurs;in the days of the Roman Empire;in the days of sailing ships;he was a successful pianist in his day,[]
5022,6,day,6,day.n.07,noun.time,n,the period of time taken by a particular planet (e.g. Mars) to make a complete rotation on its axis,how long is a day on Jupiter?,[]
5023,7,day,7,sidereal_day.n.01,noun.time,n,"the time for one complete rotation of the earth relative to a particular star, about 4 minutes shorter than a mean solar day",,[]
5024,8,day,8,day.n.09,noun.state,n,a period of opportunity,he deserves his day in court;every dog has his day,[]
5025,9,day,9,day.n.10,noun.person,n,United States writer best known for his autobiographical works (1874-1935),,[]
5026,0,wolf,0,wolf.n.01,noun.animal,n,any of various predatory carnivorous canine mammals of North America and Eurasia that usually hunt in packs,,[]
5027,1,wolf,1,wolf.n.02,noun.person,n,Austrian composer (1860-1903),,[]
5028,2,wolf,2,wolf.n.03,noun.person,n,German classical scholar who claimed that the Iliad and Odyssey were composed by several authors (1759-1824),,[]
5029,3,wolf,3,wolf.n.04,noun.person,n,a man who is aggressive in making amorous advances to women,,[]
5030,4,wolf,4,beast.n.02,noun.person,n,a cruelly rapacious person,,[]
5031,5,wolf,5,wolf.v.01,verb.consumption,v,eat hastily,The teenager wolfed down the pizza,[]
5032,0,picnic,0,field_day.n.04,noun.time,n,a day devoted to an outdoor social gathering,,A body of water is usually the center of interest at parks which attract the greatest picnic and camping use.
5033,1,picnic,1,cinch.n.01,noun.act,n,any undertaking that is easy to do,marketing this product will be no picnic,"One day he followed the Irish Jasper Greens, the town band, to a picnic and spent the entire day listening, while his family spent the day looking."
5034,2,picnic,2,picnic.n.03,noun.food,n,any informal meal eaten outside or on an excursion,,[]
5035,3,picnic,3,picnic.v.01,verb.consumption,v,"eat alfresco, in the open air",We picnicked near the lake on this gorgeous Sunday,Marketing in the new decade will be no picnic - for the sixties will present possibly the most intense competitive activity that you have experienced in the last 20 - 25 yr..
5036,0,police,0,police.n.01,noun.group,n,the force of policemen and officers,the law came looking for him,You find your house a focus of public and police attention.
5037,1,police,1,patrol.v.01,verb.social,v,maintain the security of by carrying out a patrol,,McFeeley told the parents he would escort them to police headquarters in a half hour.
5038,0,coke,0,coke.n.01,noun.substance,n,carbon fuel produced by distillation of coal,,[]
5039,1,coke,1,coca_cola.n.01,noun.food,n,Coca Cola is a trademarked cola,,[]
5040,2,coke,2,coke.n.03,noun.artifact,n,street names for cocaine,,[]
5041,3,coke,3,coke.v.01,verb.change,v,become coke,petroleum oils coke after distillation,[]
5042,0,fit,0,fit.n.01,noun.state,n,a display of bad temper,he had a fit;she threw a tantrum;he made a scene,"Thus, theory and doctrine applicable among the great nations and the smaller European states did not really comfortably fit less developed and less powerful societies elsewhere."
5043,1,fit,1,paroxysm.n.01,noun.state,n,a sudden uncontrollable attack,a paroxysm of giggling;a fit of coughing;convulsions of laughter,"Garth was prepared to be helpful in what he referred to with fastidious distaste as this unfortunate Johnston affair, which would not, he said more than once, have ever come about if Mrs. Meeker had only seen fit to consult Mr. Hohlbein or him about it."
5044,2,fit,2,fit.n.03,noun.attribute,n,the manner in which something fits,I admired the fit of her coat,[]
5045,3,fit,3,burst.n.03,noun.act,n,a sudden flurry of activity (often for no obvious reason),a burst of applause;a fit of housecleaning,[]
5046,4,fit,4,suit.v.01,verb.stative,v,be agreeable or acceptable to,This suits my needs,He might not have gone that far if Pa had n't been locked in laughing fit to shake the house.
5047,5,fit,5,fit.v.02,verb.stative,v,be the right size or shape; fit correctly or as desired,This piece won't fit into the puzzle,[]
5048,6,fit,6,meet.v.05,verb.stative,v,satisfy a condition or restriction,Does this paper meet the requirements for the degree?,He will know that general policy papers written months before may not fit his problem because of crucial changes in circumstance.
5049,7,fit,7,fit.v.04,verb.change,v,make fit,fit a dress;He fitted other pieces of paper to his cut-out,"He did n't tell Miss Jen, but she must have got word from the cook or nurse, who of course knew those Quinzaine nigs, and she really took a fit."
5050,8,fit,8,fit.v.05,verb.change,v,insert or adjust several objects or people,Can you fit the toy into the box?;This man can't fit himself into our work environment,"An Alabamian wrote : "" Col. Henry is [ an ignoramus ] fit for nothing higher than the cultivation of corn ""."
5051,9,fit,9,match.v.01,verb.stative,v,"be compatible, similar or consistent; coincide in their characteristics",The two stories don't agree in many details;The handwriting checks with the signature on the check;The suspect's fingerprints don't match those on the gun,"Its terms will tend to be labile or vague, and they will fit actual languages more and more badly."
5052,10,fit,10,fit.v.07,verb.stative,v,conform to some shape or size,How does this shirt fit?,[]
5053,11,fit,11,equip.v.01,verb.possession,v,provide with (something) usually for a specific purpose,"The expedition was equipped with proper clothing, food, and other necessities",[]
5054,12,fit,12,match.v.05,verb.change,v,make correspond or harmonize,Match my sweater,[]
5055,13,fit,13,fit.a.01,adj.all,a,meeting adequate standards for a purpose,a fit subject for discussion;it is fit and proper that you be there;water fit to drink;fit for duty;do as you see fit to,[]
5056,14,fit,14,fit.s.02,adj.all,s,(usually followed by `to' or `for') on the point of or strongly disposed,in no fit state to continue;fit to drop;laughing fit to burst;she was fit to scream;primed for a fight;we are set to go at any time,[]
5057,15,fit,15,fit.a.03,adj.all,a,physically and mentally sound or healthy,felt relaxed and fit after their holiday;keeps fit with diet and exercise,"Something of this can be learned from "" The Way to the Churchyard "" ( 1901 ), an anecdote about an old failure whose fit of anger at a passing cyclist causes him to die of a stroke or seizure."
5058,0,slow,0,decelerate.v.01,verb.change,v,lose velocity; move more slowly,The car decelerated,"Directed by Grigory Kozintsev in a tempo that is studiously slow, he develops a sense of a high tradition shining brightly and passing gravely through an impious world."
5059,1,slow,1,slow.v.02,verb.change,v,become slow or slower,Production slowed,[]
5060,2,slow,2,slow.v.03,verb.change,v,cause to proceed more slowly,The illness slowed him down,[]
5061,3,slow,3,slow.a.01,adj.all,a,not moving quickly; taking a comparatively long time,a slow walker;the slow lane of traffic;her steps were slow;he was slow in reacting to the news;slow but steady growth,Carey singled on a slow bouncing ball to short which Robinson cut across to field and threw wide to first.
5062,4,slow,4,slow.a.02,adj.all,a,at a slow tempo,the band played a slow waltz,"Further, the corpuscular radiation, i.e., the solar wind protons, must sputter away the surface atoms of the dust and cause a slow diminution in size, with a resultant increase in both the Poynting-Robertson effect and the ratio of the repulsive force to the gravitational force."
5063,5,slow,5,dense.s.04,adj.all,s,slow to learn or understand; lacking intellectual acuity,"so dense he never understands anything I say to him;never met anyone quite so dim;although dull at classical learning, at mathematics he was uncommonly quick""- Thackeray;dumb officials make some really dumb decisions;he was either normally stupid or being deliberately obtuse;worked with the slow students",[]
5064,6,slow,6,slow.a.04,adj.all,a,(used of timepieces) indicating a time earlier than the correct time,the clock is slow,[]
5065,7,slow,7,boring.s.01,adj.all,s,so lacking in interest as to cause mental weariness,"a boring evening with uninteresting people;the deadening effect of some routine tasks;a dull play;his competent but dull performance;a ho-hum speaker who couldn't capture their attention;what an irksome task the writing of long letters is""- Edmund Burke;tedious days on the train;the tiresome chirping of a cricket""- Mark Twain;other people's dreams are dreadfully wearisome",[]
5066,8,slow,8,dull.s.08,adj.all,s,(of business) not active or brisk,business is dull (or slow);a sluggish market,[]
5067,9,slow,9,slowly.r.01,adv.all,r,without speed (`slow' is sometimes used informally for `slowly'),he spoke slowly;go easy here--the road is slippery;glaciers move tardily;please go slow so I can see the sights,[]
5068,10,slow,10,behind.r.03,adv.all,r,of timepieces,the clock is almost an hour slow;my watch is running behind,[]
5069,0,pudding,0,pudding.n.01,noun.food,n,any of various soft thick unsweetened baked dishes,corn pudding,[]
5070,1,pudding,1,pudding.n.02,noun.food,n,(British) the dessert course of a meal (`pud' is used informally),,[]
5071,2,pudding,2,pudding.n.03,noun.food,n,any of various soft sweet desserts thickened usually with flour and baked or boiled or steamed,,[]
5072,0,jar,0,jar.n.01,noun.artifact,n,a vessel (usually cylindrical) with a wide mouth and without handles,,He found a jar of preserved tomatoes and one of eggs that they had meant to save.
5073,1,jar,1,jar.n.02,noun.quantity,n,the quantity contained in a jar,he drank a jar of beer,[]
5074,2,jar,2,jolt.n.01,noun.event,n,a sudden jarring impact,the door closed with a jolt;all the jars and jolts were smoothed out by the shock absorbers,[]
5075,3,jar,3,clash.v.02,verb.stative,v,be incompatible; be or come into conflict,These colors clash,"Check fit of lid on jar; if inner lid is too big, trim to fit, allowing room for thickness of glaze."
5076,4,jar,4,jolt.v.01,verb.motion,v,move or cause to move with a sudden jerky motion,,"Thus, 1745 corresponded to the invention of the "" Leiden "" jar by Kleist, 1764 that of the electrophorus by Wilcke, 1782 produced the condenser of Volta, and 1801 the voltaic pile."
5077,5,jar,5,jar.v.03,verb.motion,v,shock physically,Georgia was shaken up in the Tech game,[]
5078,6,jar,6,jar.v.04,verb.emotion,v,affect in a disagreeable way,This play jarred the audience,[]
5079,7,jar,7,jar.v.05,verb.contact,v,place in a cylindrical vessel,jar the jam,[]
5080,0,garden,0,garden.n.01,noun.artifact,n,a plot of ground where plants are cultivated,,Miss Sutherland first sang Lucia at Covent Garden in 1959.
5081,1,garden,1,garden.n.02,noun.group,n,the flowers or vegetables or fruits or herbs that are cultivated in a garden,,"Gazing at her husband 's drugged body, his chest rising and falling in mindless rhythms, she saw the grandeur of his fictional world, that lush garden from which he plucked flowers and herbs."
5082,2,garden,2,garden.n.03,noun.artifact,n,a yard or lawn adjoining a house,,"He helped Kate and Juanita enlarge the flower garden in the side yard, where they sometimes sat in the still evenings watching the last fat bees working against the summer 's purple dusk."
5083,3,garden,3,garden.v.01,verb.creation,v,work in the garden,My hobby is gardening,Could an employee 's garden club take over partial care of plant grounds ?
5084,0,roof,0,roof.n.01,noun.artifact,n,a protective covering that covers or forms the top of a building,,"With his mouth opened wide, he squirted the warm white milk against the roof of his mouth and his tongue savored the light, earthy taste of it."
5085,1,roof,1,roof.n.02,noun.artifact,n,protective covering on top of a motor vehicle,,[]
5086,2,roof,2,roof.n.03,noun.object,n,the inner top surface of a covered area or hollow space,the roof of the cave was very high;I could see the roof of the bear's mouth,[]
5087,3,roof,3,ceiling.n.03,noun.communication,n,an upper limit on what is allowed,he put a ceiling on the number of women who worked for him;there was a roof on salaries;they established a cap for prices,[]
5088,4,roof,4,roof.v.01,verb.contact,v,provide a building with a roof; cover a building with a roof,,[]
5089,0,other,0,other.a.01,adj.all,a,not the same one or ones already mentioned or implied,"today isn't any other day""- the White Queen;the construction of highways and other public works;he asked for other employment;any other person would tell the truth;his other books are still in storage;then we looked at the other house;hearing was good in his other ear;the other sex;she lived on the other side of the street from me;went in the other direction","The grand jury commented on a number of other topics, among them the Atlanta and Fulton County purchasing departments which it said "" are well operated and follow generally accepted practices which inure to the best interest of both governments ""."
5090,1,other,1,other.s.02,adj.all,s,recently past,the other evening,"Other lettermen from the team that compiled a 21 - 9 record and finished as runner-up in the National Invitation Tournament were : Art Hambric, Donnell Reid, Bill Nordmann, Dave Harris, Dave Luechtefeld and George Latinovich."
5091,2,other,2,early.s.03,adj.all,s,belonging to the distant past,the early inhabitants of Europe;former generations;in other times,[]
5092,3,other,3,other.s.04,adj.all,s,very unusual; different in character or quality from the normal or expected,"a strange, other dimension...where his powers seemed to fail""- Lance Morrow",[]
5093,0,on,0,on.a.01,adj.all,a,in operation or operational,left the oven on;the switch is in the on position,"Still existing on a "" Northern Union "" telegraph form is a typical peremptory message from Peru grocer J. J. Hapgood to Burton and Graves ' store in Manchester - "" Get and send by stage sure four pounds best Porterhouse or sirloin steak, for Mrs. Hapgood send six sweet oranges ""."
5094,1,on,1,on.a.02,adj.all,a,(of events) planned or scheduled,"the picnic is on, rain or shine;we have nothing on for Friday night",[]
5095,2,on,2,along.r.01,adv.all,r,with a forward motion,we drove along admiring the view;the horse trotted along at a steady pace;the circus traveled on to the next city;move along;march on,He would have to do something on his own.
5096,3,on,3,on.r.02,adv.all,r,indicates continuity or persistence or concentration,his spirit lives on;shall I read on?,"As the world 's top sportsman - pro or amateur - Sports Illustrated tapped golf 's confident Arnold Palmer ( Time cover, May 2 ), who staged two cliffhanging rallies to win both the Masters and U. S. Open crowns, went on to win a record $ 80738 for the year."
5097,4,on,4,on.r.03,adv.all,r,in a state required for something to function or be effective,turn the lights on;get a load on,[]
5098,0,sprinkler,0,sprinkler.n.01,noun.artifact,n,mechanical device that attaches to a garden hose for watering lawn or garden,,[]
5099,0,today,0,today.n.01,noun.time,n,the present time or age,the world of today;today we have computers,The flavor of Baltimore 's Florida Grapefruit League news ripened considerably late today when the Orioles were advised that Ron Hansen has fulfilled his obligations under the Army 's military training program and is ready for belated spring training.
5100,1,today,1,today.n.02,noun.time,n,the day that includes the present moment (as opposed to yesterday or tomorrow),Today is beautiful;did you see today's newspaper?,Skorich began his new job auspiciously today.
5101,2,today,2,nowadays.r.01,adv.all,r,in these times,"it is solely by their language that the upper classes nowadays are distinguished""- Nancy Mitford;we now rarely see horse-drawn vehicles on city streets;today almost every home has television","If the content of faith is to be presented today in a form that can be "" understanded of the people "" - and this, it must not be forgotten, is one of the goals of the perennial theological task - there is no other choice but to abandon completely a mythological manner of representation."
5102,3,today,3,today.r.02,adv.all,r,on this day as distinct from yesterday or tomorrow,I can't meet with you today,""" I would like them to appear very busy today, not busy exactly, but joyous, exuberant, full of life."
5103,0,a,0,angstrom.n.01,noun.quantity,n,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation,,[]
5104,1,a,1,vitamin_a.n.01,noun.substance,n,any of several fat-soluble vitamins essential for normal vision; prevents night blindness or inflammation or dryness of the eyes,,[]
5105,2,a,2,deoxyadenosine_monophosphate.n.01,noun.substance,n,one of the four nucleotides used in building DNA; all four nucleotides have a common phosphate group and a sugar (ribose),,[]
5106,3,a,3,adenine.n.01,noun.substance,n,(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA,,[]
5107,4,a,4,ampere.n.02,noun.quantity,n,the basic unit of electric current adopted under the Systeme International d'Unites,a typical household circuit carries 15 to 50 amps,[]
5108,5,a,5,a.n.06,noun.communication,n,the 1st letter of the Roman alphabet,,[]
5109,6,a,6,a.n.07,noun.body,n,the blood group whose red cells carry the A antigen,,[]
5110,0,tricycle,0,tricycle.n.01,noun.artifact,n,a vehicle with three wheels that is moved by foot pedals,,[]
5111,0,tomorrow,0,tomorrow.n.01,noun.time,n,the day after today,what are our tasks for tomorrow?,"If the Orioles are to break their losing streak within the next two days, it will have to be at the expense of the American League champion New York Yankees, who come in here tomorrow for a night game and a single test Sunday afternoon."
5112,1,tomorrow,1,tomorrow.n.02,noun.time,n,the near future,tomorrow's world;everyone hopes for a better tomorrow,"The Bears are set to play at Harris Teachers College at 3:30 tomorrow and have a doubleheader at Quincy, Ill., Saturday."
5113,2,tomorrow,2,tomorrow.r.01,adv.all,r,"the next day, the day after, following the present day",,""" What I want you to do is to go to the market with me early tomorrow morning and help smuggle the hen back into the hotel ""."
5114,0,behind,0,buttocks.n.01,noun.body,n,the fleshy part of the human body that you sit on,he deserves a good kick in the butt;are you going to sit on your fanny and do nothing?,"It is as empty as the word "" Hurrah "" would be when there was no enthusiasm behind it."
5115,1,behind,1,behind.s.01,adj.all,s,having the lower score or lagging position in a contest,behind by two points;the 8th inning found the home team trailing,Remember what I said about going out to get anybody left behind ?
